group,dataset,instance,n,m,alpha,known_opt,toyoda_profit,toyoda_ms,improved_toyoda_profit,improved_toyoda_ms,randomized_greedy_best,randomized_greedy_avg,randomized_greedy_std,randomized_greedy_ms,improved_randomized_greedy_best,improved_randomized_greedy_avg,improved_randomized_greedy_std,improved_randomized_greedy_ms,toyoda_gap,improved_toyoda_gap,randomized_greedy_gap,improved_randomized_greedy_gap,improved_toyoda_vs_toyoda_pct,improved_randomized_greedy_vs_randomized_greedy_pct,randomized_greedy_vs_toyoda_pct,improved_randomized_greedy_vs_improved_toyoda_pct
sac94,hp,hp1,28,4,,3418,3347,2.927,3312,4.426,3352,3163.45,123.04,24.225,3384,3337.05,49.93,40.679,2.077,3.101,1.931,0.995,-1.046,0.955,0.149,2.174
sac94,hp,hp2,35,4,,3186,3001,3.979,3060,5.931,3074,2937.5,107.01,27.785,3112,3046.55,31.42,53.839,5.807,3.955,3.515,2.323,1.966,1.236,2.433,1.699
sac94,pb,pb1,27,4,,3090,3019,2.7,2984,4.077,3044,2936.0,67.54,23.473,3056,3033.35,29.61,38.623,2.298,3.43,1.489,1.1,-1.159,0.394,0.828,2.413
sac94,pb,pb2,34,4,,3186,3001,3.809,3060,5.679,3074,2937.5,107.01,27.896,3112,3046.55,31.42,53.375,5.807,3.955,3.515,2.323,1.966,1.236,2.433,1.699
sac94,pb,pb4,29,2,,95168,89950,3.284,90615,4.041,91935,89183.6,2931.93,22.542,94308,91473.45,826.22,39.63,5.483,4.784,3.397,0.904,0.739,2.581,2.207,4.075
sac94,pb,pb5,20,10,,2139,1925,1.113,1979,2.08,2085,1988.3,65.42,11.762,2085,2003.0,36.47,19.939,10.005,7.48,2.525,2.525,2.805,0.0,8.312,5.356
sac94,pb,pb6,40,30,,776,765,2.793,765,3.447,762,584.55,64.04,16.544,765,695.7,53.63,33.957,1.418,1.418,1.804,1.418,0.0,0.394,-0.392,0.0
sac94,pb,pb7,37,30,,1035,1022,3.694,1024,5.536,1022,950.75,47.2,23.626,1024,1001.1,19.92,49.365,1.256,1.063,1.256,1.063,0.196,0.196,0.0,0.0
sac94,pet,pet2,10,10,,87061,83369,0.48,83369,0.532,86501,75415.45,13118.49,7.889,87061,83922.8,1318.31,11.378,4.241,4.241,0.643,0.0,0.0,0.647,3.757,4.429
sac94,pet,pet3,15,10,,4015,4005,0.883,4005,1.043,4005,3677.5,280.72,11.902,4005,3940.0,65.0,18.033,0.249,0.249,0.249,0.249,0.0,0.0,0.0,0.0
sac94,pet,pet4,20,10,,6120,6010,1.352,6090,1.959,6110,5329.75,725.85,13.476,6120,5974.5,221.2,23.149,1.797,0.49,0.163,0.0,1.331,0.164,1.664,0.493
sac94,pet,pet5,28,10,,12400,12400,2.68,12400,3.207,12370,11784.75,601.76,20.904,12400,12202.0,210.73,38.848,0.0,0.0,0.242,0.0,0.0,0.243,-0.242,0.0
sac94,pet,pet6,39,5,,10618,10313,5.53,10234,6.995,10518,10179.95,150.84,35.388,10584,10506.65,51.45,63.869,2.872,3.617,0.942,0.32,-0.766,0.627,1.988,3.42
sac94,pet,pet7,50,5,,16537,16031,8.175,16050,13.5,16425,16135.4,119.08,40.673,16507,16412.65,49.21,91.568,3.06,2.945,0.677,0.181,0.119,0.499,2.458,2.847
sac94,sento,sento1,60,30,,7772,7761,8.263,7761,9.771,7714,7313.25,289.06,31.082,7761,7694.1,53.72,89.635,0.142,0.142,0.746,0.142,0.0,0.609,-0.606,0.0
sac94,sento,sento2,60,30,,8722,8709,10.557,8711,15.739,8721,8613.95,107.99,43.288,8711,8694.95,22.7,117.796,0.149,0.126,0.011,0.126,0.023,-0.115,0.138,0.0
sac94,weing,weing1,28,2,,141278,140618,3.41,140618,3.07,140786,132324.75,8551.56,19.951,140778,140658.0,69.28,35.642,0.467,0.467,0.348,0.354,0.0,-0.006,0.119,0.114
sac94,weing,weing2,28,2,,130883,130013,1.88,130013,2.517,128062,116730.55,8882.98,17.428,130723,129038.75,2388.54,30.363,0.665,0.665,2.155,0.122,0.0,2.078,-1.501,0.546
sac94,weing,weing3,28,2,,95677,93278,1.751,93278,2.165,95616,75278.35,12302.38,13.649,95627,93677.15,1773.78,24.851,2.507,2.507,0.064,0.052,0.0,0.012,2.506,2.518
sac94,weing,weing4,28,2,,119337,115831,2.607,115831,3.069,119077,114257.15,3143.68,21.051,119337,116072.4,3201.6,36.347,2.938,2.938,0.218,0.0,0.0,0.218,2.802,3.027
sac94,weing,weing5,28,2,,98796,98796,1.744,98796,2.153,95467,79870.45,7103.92,13.676,98796,96907.1,1947.07,27.385,0.0,0.0,3.37,0.0,0.0,3.487,-3.37,0.0
sac94,weing,weing6,28,2,,130623,130233,1.988,130233,2.5,130233,117513.35,8243.11,17.307,130623,129572.3,2028.34,32.325,0.299,0.299,0.299,0.0,0.0,0.299,0.0,0.299
sac94,weing,weing7,105,2,,1095445,1095352,38.112,1095445,47.629,1094917,1092325.0,2991.78,107.806,1095445,1094383.3,1278.43,263.476,0.008,0.0,0.048,0.0,0.008,0.048,-0.04,0.0
sac94,weing,weing8,105,2,,624319,619101,22.646,619766,36.231,619132,610454.3,7424.48,53.743,621086,619649.3,2320.15,231.838,0.836,0.729,0.831,0.518,0.107,0.316,0.005,0.213
sac94,weish,weish01,30,5,,4554,4554,3.325,4554,3.088,4549,4179.25,270.46,16.577,4554,4554.0,0.0,33.733,0.0,0.0,0.11,0.0,0.0,0.11,-0.11,0.0
sac94,weish,weish02,30,5,,4536,4504,2.435,4504,3.297,4531,4341.25,147.88,20.576,4531,4510.75,11.69,34.533,0.705,0.705,0.11,0.11,0.0,0.0,0.599,0.599
sac94,weish,weish03,30,5,,4115,4051,2.376,4052,3.51,4115,3573.35,389.27,17.006,4115,4026.8,56.8,34.084,1.555,1.531,0.0,0.0,0.025,0.0,1.58,1.555
sac94,weish,weish04,30,5,,4561,4531,2.258,4561,3.556,4561,4204.45,325.75,15.831,4561,4533.0,28.0,32.032,0.658,0.0,0.0,0.0,0.662,0.0,0.662,0.0
sac94,weish,weish05,30,5,,4514,4514,2.245,4514,2.665,4514,3962.45,344.59,15.244,4514,4443.8,77.61,31.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sac94,weish,weish06,40,5,,5557,5529,4.322,5529,5.32,5544,5326.85,258.72,24.066,5557,5513.55,22.53,56.083,0.504,0.504,0.234,0.0,0.0,0.234,0.271,0.506
sac94,weish,weish07,40,5,,5567,5567,4.556,5567,5.574,5567,5322.1,187.21,24.613,5567,5528.0,28.4,56.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sac94,weish,weish08,40,5,,5605,5603,4.691,5603,5.743,5603,5394.35,152.48,26.82,5605,5588.45,30.31,62.759,0.036,0.036,0.036,0.0,0.0,0.036,0.0,0.036
sac94,weish,weish09,40,5,,5246,5246,3.89,5246,4.96,5246,4940.3,259.66,25.755,5246,5223.35,26.39,54.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sac94,weish,weish10,50,5,,6339,6326,7.011,6326,7.923,6339,6154.05,213.95,29.403,6339,6305.8,27.66,74.708,0.205,0.205,0.0,0.0,0.0,0.0,0.206,0.206
sac94,weish,weish11,50,5,,5643,5404,5.625,5414,7.919,5592,5325.0,237.23,25.462,5643,5559.7,95.16,67.087,4.235,4.058,0.904,0.0,0.185,0.912,3.479,4.23
sac94,weish,weish12,50,5,,6339,6304,6.92,6339,9.567,6339,6124.55,229.69,28.474,6339,6314.7,42.7,75.054,0.552,0.0,0.0,0.0,0.555,0.0,0.555,0.0
sac94,weish,weish13,50,5,,6159,6088,7.164,6088,7.634,6088,5928.2,119.26,28.489,6159,6080.6,71.42,72.739,1.153,1.153,1.153,0.0,0.0,1.166,0.0,1.166
sac94,weish,weish14,60,5,,6954,6954,9.598,6954,11.007,6887,6808.6,57.71,35.145,6954,6900.4,45.74,99.017,0.0,0.0,0.963,0.0,0.0,0.973,-0.963,0.0
sac94,weish,weish15,60,5,,7486,7416,8.585,7416,10.99,7421,7257.1,115.5,32.364,7486,7389.2,59.97,101.032,0.935,0.935,0.868,0.0,0.0,0.876,0.067,0.944
sac94,weish,weish16,60,5,,7289,7288,9.607,7289,14.151,7289,7121.9,142.02,35.442,7289,7241.75,27.28,101.234,0.014,0.0,0.0,0.0,0.014,0.0,0.014,0.0
sac94,weish,weish17,60,5,,8633,8624,11.732,8624,14.22,8622,8581.65,31.57,50.805,8633,8615.15,14.71,130.363,0.104,0.104,0.127,0.0,0.0,0.128,-0.023,0.104
sac94,weish,weish18,70,5,,9580,9521,15.931,9526,22.819,9549,9471.55,65.62,52.052,9540,9512.6,37.35,150.192,0.616,0.564,0.324,0.418,0.053,-0.094,0.294,0.147
sac94,weish,weish19,70,5,,7698,7674,11.53,7683,17.427,7698,7550.15,115.32,39.916,7698,7618.3,74.14,125.728,0.312,0.195,0.0,0.0,0.117,0.0,0.313,0.195
sac94,weish,weish20,70,5,,9450,9400,13.967,9400,16.225,9400,9299.9,59.68,45.44,9400,9386.5,31.78,143.386,0.529,0.529,0.529,0.529,0.0,0.0,0.0,0.0
sac94,weish,weish21,70,5,,9074,9067,13.403,9067,15.716,9054,8843.35,103.49,42.094,9074,9014.6,56.91,136.966,0.077,0.077,0.22,0.0,0.0,0.221,-0.143,0.077
sac94,weish,weish22,80,5,,8947,8908,14.81,8908,18.617,8915,8845.75,69.61,47.791,8947,8911.9,11.7,165.68,0.436,0.436,0.358,0.0,0.0,0.359,0.079,0.438
sac94,weish,weish23,80,5,,8344,8341,15.141,8341,19.854,8341,8224.4,73.29,50.257,8341,8250.6,91.93,162.182,0.036,0.036,0.036,0.036,0.0,0.0,0.0,0.0
sac94,weish,weish24,80,5,,10220,10189,18.858,10189,22.459,10189,10118.05,46.44,59.103,10220,10184.2,25.59,186.724,0.303,0.303,0.303,0.0,0.0,0.304,0.0,0.304
sac94,weish,weish25,80,5,,9939,9812,16.831,9832,26.138,9902,9782.15,71.05,51.568,9922,9856.65,45.77,178.413,1.278,1.077,0.372,0.171,0.204,0.202,0.917,0.915
sac94,weish,weish26,90,5,,9584,9480,19.452,9482,30.928,9552,9444.6,63.14,54.911,9584,9518.35,53.34,200.251,1.085,1.064,0.334,0.0,0.021,0.335,0.759,1.076
sac94,weish,weish27,90,5,,9819,9816,19.593,9819,30.348,9819,9695.75,94.6,54.998,9819,9819.0,0.0,217.779,0.031,0.0,0.0,0.0,0.031,0.0,0.031,0.0
sac94,weish,weish28,90,5,,9492,9469,20.208,9469,24.185,9469,9358.35,120.03,54.295,9492,9433.8,50.77,200.913,0.242,0.242,0.242,0.0,0.0,0.243,0.0,0.243
sac94,weish,weish29,90,5,,9410,9376,19.748,9378,29.997,9394,9285.45,135.09,54.508,9410,9359.15,56.89,200.459,0.361,0.34,0.17,0.0,0.021,0.17,0.192,0.341
sac94,weish,weish30,90,5,,11191,11161,23.74,11165,35.209,11175,11130.2,25.63,65.299,11182,11158.0,19.55,231.388,0.268,0.232,0.143,0.08,0.036,0.063,0.125,0.152
